insert into Servicio (VehiculoId, EmpleadoId, SDescripcion, SComentario, SPrecio, SFecha, STerminado, SEntregado) values (188, 56, 'Descripcion:-VQAANW', 'Comentario:-FGTFWX', 4027.86, '2019-07-02', '2019-08-31', '2019-11-10');
insert into Servicio (VehiculoId, EmpleadoId, SDescripcion, SComentario, SPrecio, SFecha) values (208, 42, 'Descripcion:-RXZULA', 'Comentario:-FHSMDC', 9411.26, '2021-04-02');
insert into Servicio (VehiculoId, EmpleadoId, SDescripcion, SComentario, SPrecio, SFecha) values (158, 28, 'Descripcion:-AIJYZV', 'Comentario:-MHBMYM', 2210.41, '2021-03-14');
insert into Servicio (VehiculoId, EmpleadoId, SDescripcion, SComentario, SPrecio, SFecha) values (46, 12, 'Descripcion:-TKXDQI', 'Comentario:-DWWDMQ', 670.86, '2021-01-13');
insert into Servicio (VehiculoId, EmpleadoId, SDescripcion, SComentario, SPrecio, SFecha) values (113, 9, 'Descripcion:-CASOVH', 'Comentario:-AKQSPU', 9763.43, '2021-02-23');
insert into Servicio (VehiculoId, EmpleadoId, SDescripcion, SComentario, SPrecio, SFecha) values (135, 4, 'Descripcion:-MACDXN', 'Comentario:-PEUYHE', 3824.51, '2021-01-19');
insert into Servicio (VehiculoId, EmpleadoId, SDescripcion, SComentario, SPrecio, SFecha) values (191, 15, 'Descripcion:-MNAUED', 'Comentario:-IOLURT', 1106.54, '2021-01-13');
insert into Servicio (VehiculoId, EmpleadoId, SDescripcion, SComentario, SPrecio, SFecha) values (25, 17, 'Descripcion:-UJDFNO', 'Comentario:-QYAETP', 5583.54, '2021-02-11');
insert into Servicio (VehiculoId, EmpleadoId, SDescripcion, SComentario, SPrecio, SFecha) values (139, 25, 'Descripcion:-VFHYHK', 'Comentario:-OTOQKK', 4632.62, '2021-01-05');
insert into Servicio (VehiculoId, EmpleadoId, SDescripcion, SComentario, SPrecio, SFecha) values (116, 16, 'Descripcion:-SEQMIP', 'Comentario:-CKZYMZ', 7281.54, '2021-02-11');
insert into Servicio (VehiculoId, EmpleadoId, SDescripcion, SComentario, SPrecio, SFecha) values (169, 1, 'Descripcion:-PDDHDQ', 'Comentario:-YZCWVV', 10504.5, '2021-03-14');
insert into Servicio (VehiculoId, EmpleadoId, SDescripcion, SComentario, SPrecio, SFecha) values (164, 7, 'Descripcion:-TFHNSS', 'Comentario:-NRSQIH', 8383.02, '2021-04-15');
insert into Servicio (VehiculoId, EmpleadoId, SDescripcion, SComentario, SPrecio, SFecha) values (173, 32, 'Descripcion:-OTOXEL', 'Comentario:-SRTKJK', 6292.86, '2021-03-20');
insert into Servicio (VehiculoId, EmpleadoId, SDescripcion, SComentario, SPrecio, SFecha) values (29, 5, 'Descripcion:-SYWODO', 'Comentario:-OXGMRA', 7409.66, '2021-02-01');
insert into Servicio (VehiculoId, EmpleadoId, SDescripcion, SComentario, SPrecio, SFecha) values (121, 28, 'Descripcion:-ZEAFTD', 'Comentario:-YFGQBO', 6761.11, '2021-02-10');
insert into Servicio (VehiculoId, EmpleadoId, SDescripcion, SComentario, SPrecio, SFecha) values (152, 6, 'Descripcion:-XYQGFF', 'Comentario:-ZBIEMA', 4663.16, '2021-03-11');
insert into Servicio (VehiculoId, EmpleadoId, SDescripcion, SComentario, SPrecio, SFecha) values (99, 20, 'Descripcion:-FNHZZF', 'Comentario:-LOEZBD', 6450.17, '2021-01-02');
insert into Servicio (VehiculoId, EmpleadoId, SDescripcion, SComentario, SPrecio, SFecha) values (167, 14, 'Descripcion:-NKVCLX', 'Comentario:-ZZBYMD', 3173.19, '2021-02-03');
insert into Servicio (VehiculoId, EmpleadoId, SDescripcion, SComentario, SPrecio, SFecha) values (147, 28, 'Descripcion:-IRWFKK', 'Comentario:-VFJFHM', 14691.29, '2021-01-27');
insert into Servicio (VehiculoId, EmpleadoId, SDescripcion, SComentario, SPrecio, SFecha) values (1, 15, 'Descripcion:-VOIYBW', 'Comentario:-QHLJTQ', 13450.45, '2021-03-21');
insert into Servicio (VehiculoId, EmpleadoId, SDescripcion, SComentario, SPrecio, SFecha) values (15, 1, 'Descripcion:-UOISVJ', 'Comentario:-DYFGYK', 9099.01, '2021-02-10');
insert into Servicio (VehiculoId, EmpleadoId, SDescripcion, SComentario, SPrecio, SFecha) values (80, 19, 'Descripcion:-LYKGCH', 'Comentario:-YUHCUK', 744.57, '2021-04-13');
insert into Servicio (VehiculoId, EmpleadoId, SDescripcion, SComentario, SPrecio, SFecha) values (198, 11, 'Descripcion:-QQACZJ', 'Comentario:-YWDFSL', 13625.53, '2021-02-22');
insert into Servicio (VehiculoId, EmpleadoId, SDescripcion, SComentario, SPrecio, SFecha) values (157, 31, 'Descripcion:-LMBEET', 'Comentario:-MQVCBZ', 13005.57, '2021-01-23');
insert into Servicio (VehiculoId, EmpleadoId, SDescripcion, SComentario, SPrecio, SFecha) values (147, 22, 'Descripcion:-OGNJAX', 'Comentario:-FHBWTN', 13846.03, '2021-01-24');
insert into Servicio (VehiculoId, EmpleadoId, SDescripcion, SComentario, SPrecio, SFecha) values (188, 17, 'Descripcion:-PVYYQW', 'Comentario:-UXJZLZ', 2246.36, '2021-04-05');
insert into Servicio (VehiculoId, EmpleadoId, SDescripcion, SComentario, SPrecio, SFecha) values (134, 35, 'Descripcion:-XAPLLL', 'Comentario:-LFEOUW', 12448.85, '2021-04-12');
insert into Servicio (VehiculoId, EmpleadoId, SDescripcion, SComentario, SPrecio, SFecha) values (18, 29, 'Descripcion:-KLFEIC', 'Comentario:-PNKQBJ', 11757.7, '2021-03-24');
insert into Servicio (VehiculoId, EmpleadoId, SDescripcion, SComentario, SPrecio, SFecha) values (166, 26, 'Descripcion:-QVUHOP', 'Comentario:-SDEKXX', 2056.68, '2021-01-24');
insert into Servicio (VehiculoId, EmpleadoId, SDescripcion, SComentario, SPrecio, SFecha) values (35, 38, 'Descripcion:-WXCAVE', 'Comentario:-FXORGM', 3413.62, '2021-02-07');
insert into Servicio (VehiculoId, EmpleadoId, SDescripcion, SComentario, SPrecio, SFecha) values (109, 32, 'Descripcion:-EFKCJB', 'Comentario:-VCXKCE', 2764.73, '2021-03-12');
insert into Servicio (VehiculoId, EmpleadoId, SDescripcion, SComentario, SPrecio, SFecha) values (44, 33, 'Descripcion:-NQTOIQ', 'Comentario:-AEJFTY', 5742.25, '2021-04-04');
insert into Servicio (VehiculoId, EmpleadoId, SDescripcion, SComentario, SPrecio, SFecha) values (103, 40, 'Descripcion:-OCKLSD', 'Comentario:-DQFBNM', 9966.41, '2021-01-14');
insert into Servicio (VehiculoId, EmpleadoId, SDescripcion, SComentario, SPrecio, SFecha) values (67, 7, 'Descripcion:-JMORAZ', 'Comentario:-YPEZMD', 13139.38, '2021-01-27');
insert into Servicio (VehiculoId, EmpleadoId, SDescripcion, SComentario, SPrecio, SFecha) values (98, 31, 'Descripcion:-SOBHOF', 'Comentario:-YTOWFJ', 11848.32, '2021-02-04');
insert into Servicio (VehiculoId, EmpleadoId, SDescripcion, SComentario, SPrecio, SFecha) values (140, 17, 'Descripcion:-FVEKOO', 'Comentario:-QLIVIF', 12756.14, '2021-02-08');
insert into Servicio (VehiculoId, EmpleadoId, SDescripcion, SComentario, SPrecio, SFecha) values (33, 34, 'Descripcion:-VFRCZM', 'Comentario:-RUORAQ', 1274.82, '2021-02-12');
insert into Servicio (VehiculoId, EmpleadoId, SDescripcion, SComentario, SPrecio, SFecha) values (143, 6, 'Descripcion:-MAOUJU', 'Comentario:-YKICKT', 10126.15, '2021-03-09');
insert into Servicio (VehiculoId, EmpleadoId, SDescripcion, SComentario, SPrecio, SFecha) values (105, 6, 'Descripcion:-SGSOQA', 'Comentario:-OPYRYU', 13272.06, '2021-03-02');
insert into Servicio (VehiculoId, EmpleadoId, SDescripcion, SComentario, SPrecio, SFecha) values (2, 8, 'Descripcion:-CIFPGT', 'Comentario:-YOXPMS', 5716.29, '2021-02-04');
insert into Servicio (VehiculoId, EmpleadoId, SDescripcion, SComentario, SPrecio, SFecha) values (23, 1, 'Descripcion:-QWQYYV', 'Comentario:-SSUZXG', 8424.98, '2021-01-25');
insert into Servicio (VehiculoId, EmpleadoId, SDescripcion, SComentario, SPrecio, SFecha) values (138, 16, 'Descripcion:-KUWCIP', 'Comentario:-TQVTSY', 1828.22, '2021-04-13');
insert into Servicio (VehiculoId, EmpleadoId, SDescripcion, SComentario, SPrecio, SFecha) values (131, 5, 'Descripcion:-IXYVMI', 'Comentario:-PPJWLN', 14098.13, '2021-01-19');
insert into Servicio (VehiculoId, EmpleadoId, SDescripcion, SComentario, SPrecio, SFecha) values (104, 2, 'Descripcion:-KXJPCB', 'Comentario:-DUREYN', 10280.99, '2021-02-06');
insert into Servicio (VehiculoId, EmpleadoId, SDescripcion, SComentario, SPrecio, SFecha) values (165, 24, 'Descripcion:-SOARLF', 'Comentario:-AQZMLC', 3006.67, '2021-03-13');
insert into Servicio (VehiculoId, EmpleadoId, SDescripcion, SComentario, SPrecio, SFecha) values (202, 23, 'Descripcion:-RWXQII', 'Comentario:-IATYNO', 519.59, '2021-04-26');
insert into Servicio (VehiculoId, EmpleadoId, SDescripcion, SComentario, SPrecio, SFecha) values (74, 13, 'Descripcion:-FWJNTP', 'Comentario:-WHTSTU', 8498.22, '2021-04-22');
insert into Servicio (VehiculoId, EmpleadoId, SDescripcion, SComentario, SPrecio, SFecha) values (146, 26, 'Descripcion:-ZYKPNH', 'Comentario:-KUXKPD', 11733.39, '2021-03-04');
insert into Servicio (VehiculoId, EmpleadoId, SDescripcion, SComentario, SPrecio, SFecha) values (201, 25, 'Descripcion:-APVBLJ', 'Comentario:-TKEEZJ', 1569.6, '2021-01-09');
insert into Servicio (VehiculoId, EmpleadoId, SDescripcion, SComentario, SPrecio, SFecha) values (81, 20, 'Descripcion:-BGUKPV', 'Comentario:-PSNFNM', 4672.26, '2021-01-18');
insert into Servicio (VehiculoId, EmpleadoId, SDescripcion, SComentario, SPrecio, SFecha) values (103, 50, 'Descripcion:-NCSHVW', 'Comentario:-PUPDLP', 3911.79, '2021-03-02');
insert into Servicio (VehiculoId, EmpleadoId, SDescripcion, SComentario, SPrecio, SFecha) values (54, 30, 'Descripcion:-KFBKJI', 'Comentario:-ZYNWQH', 12578.59, '2021-02-18');
insert into Servicio (VehiculoId, EmpleadoId, SDescripcion, SComentario, SPrecio, SFecha) values (30, 45, 'Descripcion:-HKGZKS', 'Comentario:-XEOBVM', 2511.94, '2021-01-20');
insert into Servicio (VehiculoId, EmpleadoId, SDescripcion, SComentario, SPrecio, SFecha) values (128, 26, 'Descripcion:-JBUSWH', 'Comentario:-TEGSPW', 2372.55, '2021-03-21');
insert into Servicio (VehiculoId, EmpleadoId, SDescripcion, SComentario, SPrecio, SFecha) values (113, 12, 'Descripcion:-SNMAUY', 'Comentario:-AATKLI', 3811.15, '2021-01-15');
insert into Servicio (VehiculoId, EmpleadoId, SDescripcion, SComentario, SPrecio, SFecha) values (137, 37, 'Descripcion:-LMFCVN', 'Comentario:-NGUDWZ', 4490.78, '2021-04-05');
insert into Servicio (VehiculoId, EmpleadoId, SDescripcion, SComentario, SPrecio, SFecha) values (130, 25, 'Descripcion:-PWFTNJ', 'Comentario:-LYXWKZ', 11721.52, '2021-01-07');
insert into Servicio (VehiculoId, EmpleadoId, SDescripcion, SComentario, SPrecio, SFecha) values (94, 44, 'Descripcion:-RYJDKJ', 'Comentario:-CYTLQW', 2464.97, '2021-01-03');
insert into Servicio (VehiculoId, EmpleadoId, SDescripcion, SComentario, SPrecio, SFecha) values (113, 46, 'Descripcion:-MBOZFJ', 'Comentario:-XLMXTR', 4580.81, '2021-04-25');
insert into Servicio (VehiculoId, EmpleadoId, SDescripcion, SComentario, SPrecio, SFecha) values (184, 25, 'Descripcion:-YUGPES', 'Comentario:-ZLUNWN', 8100.09, '2021-03-06');
insert into Servicio (VehiculoId, EmpleadoId, SDescripcion, SComentario, SPrecio, SFecha) values (22, 11, 'Descripcion:-MHHMCU', 'Comentario:-YPUCVY', 14007.95, '2021-04-01');
insert into Servicio (VehiculoId, EmpleadoId, SDescripcion, SComentario, SPrecio, SFecha) values (78, 34, 'Descripcion:-VKDGPO', 'Comentario:-APYHWC', 3388.17, '2021-02-23');
insert into Servicio (VehiculoId, EmpleadoId, SDescripcion, SComentario, SPrecio, SFecha, STerminado) values (1, 37, 'Descripcion:-KUULTC', 'Comentario:-RQUONA', 4842.17, '2020-01-01', '2020-09-13');
insert into Servicio (VehiculoId, EmpleadoId, SDescripcion, SComentario, SPrecio, SFecha, STerminado) values (175, 36, 'Descripcion:-SCFLDJ', 'Comentario:-CKULQV', 6137.31, '2020-06-17', '2020-12-21');
insert into Servicio (VehiculoId, EmpleadoId, SDescripcion, SComentario, SPrecio, SFecha, STerminado) values (196, 33, 'Descripcion:-VFOPHU', 'Comentario:-QBOTKB', 9038.15, '2020-03-11', '2020-12-14');
insert into Servicio (VehiculoId, EmpleadoId, SDescripcion, SComentario, SPrecio, SFecha, STerminado) values (85, 9, 'Descripcion:-VNZSQY', 'Comentario:-YAYKIN', 9449.34, '2020-03-02', '2020-11-26');
insert into Servicio (VehiculoId, EmpleadoId, SDescripcion, SComentario, SPrecio, SFecha, STerminado) values (63, 36, 'Descripcion:-KNXXBM', 'Comentario:-YEJCCS', 12675.09, '2020-06-07', '2020-07-08');
insert into Servicio (VehiculoId, EmpleadoId, SDescripcion, SComentario, SPrecio, SFecha, STerminado) values (77, 40, 'Descripcion:-YODOAI', 'Comentario:-FJDQGP', 4299.98, '2020-02-13', '2020-10-29');
insert into Servicio (VehiculoId, EmpleadoId, SDescripcion, SComentario, SPrecio, SFecha, STerminado) values (18, 32, 'Descripcion:-DTZLKI', 'Comentario:-LZJCLZ', 4405.54, '2020-04-23', '2020-09-20');
insert into Servicio (VehiculoId, EmpleadoId, SDescripcion, SComentario, SPrecio, SFecha, STerminado) values (54, 46, 'Descripcion:-UWWBIA', 'Comentario:-XVNVIA', 5242.15, '2020-05-27', '2020-11-28');
insert into Servicio (VehiculoId, EmpleadoId, SDescripcion, SComentario, SPrecio, SFecha, STerminado) values (107, 18, 'Descripcion:-YXQYEA', 'Comentario:-QVFNQB', 11274.74, '2020-05-27', '2020-11-24');
insert into Servicio (VehiculoId, EmpleadoId, SDescripcion, SComentario, SPrecio, SFecha, STerminado) values (95, 38, 'Descripcion:-WWGTKJ', 'Comentario:-BLEUZW', 6408.26, '2020-04-08', '2020-10-19');
insert into Servicio (VehiculoId, EmpleadoId, SDescripcion, SComentario, SPrecio, SFecha, STerminado) values (104, 17, 'Descripcion:-RSKVDB', 'Comentario:-BTFXDN', 5587.25, '2020-03-06', '2020-09-07');
insert into Servicio (VehiculoId, EmpleadoId, SDescripcion, SComentario, SPrecio, SFecha, STerminado) values (202, 41, 'Descripcion:-ANGTTD', 'Comentario:-WUTDOW', 14516.46, '2020-05-02', '2020-08-03');
insert into Servicio (VehiculoId, EmpleadoId, SDescripcion, SComentario, SPrecio, SFecha, STerminado) values (30, 14, 'Descripcion:-FALEKD', 'Comentario:-BWKROB', 2582.35, '2020-04-17', '2020-08-08');
insert into Servicio (VehiculoId, EmpleadoId, SDescripcion, SComentario, SPrecio, SFecha, STerminado) values (67, 37, 'Descripcion:-BGQYMS', 'Comentario:-UTIXUA', 13110.15, '2020-04-05', '2020-12-01');
insert into Servicio (VehiculoId, EmpleadoId, SDescripcion, SComentario, SPrecio, SFecha, STerminado) values (167, 49, 'Descripcion:-PZAUKM', 'Comentario:-RWOPQZ', 14054.9, '2020-03-11', '2020-11-26');
insert into Servicio (VehiculoId, EmpleadoId, SDescripcion, SComentario, SPrecio, SFecha, STerminado) values (4, 27, 'Descripcion:-QKACUO', 'Comentario:-EOIYNJ', 6240.84, '2020-02-20', '2020-11-08');
insert into Servicio (VehiculoId, EmpleadoId, SDescripcion, SComentario, SPrecio, SFecha, STerminado) values (132, 18, 'Descripcion:-BIBXIJ', 'Comentario:-DOQMMV', 3619.42, '2020-02-17', '2020-12-25');
insert into Servicio (VehiculoId, EmpleadoId, SDescripcion, SComentario, SPrecio, SFecha, STerminado) values (189, 21, 'Descripcion:-IGWLJX', 'Comentario:-ITNVMB', 6344.92, '2020-05-17', '2020-08-30');
insert into Servicio (VehiculoId, EmpleadoId, SDescripcion, SComentario, SPrecio, SFecha, STerminado) values (175, 47, 'Descripcion:-SZWERY', 'Comentario:-PZKZEQ', 1438.06, '2020-03-11', '2020-09-15');
insert into Servicio (VehiculoId, EmpleadoId, SDescripcion, SComentario, SPrecio, SFecha, STerminado) values (4, 22, 'Descripcion:-IIXRZX', 'Comentario:-KXBDUQ', 10228.24, '2020-06-27', '2020-08-30');
insert into Servicio (VehiculoId, EmpleadoId, SDescripcion, SComentario, SPrecio, SFecha, STerminado) values (100, 27, 'Descripcion:-GPHHMY', 'Comentario:-EQBLHF', 9441.62, '2020-03-30', '2020-08-29');
insert into Servicio (VehiculoId, EmpleadoId, SDescripcion, SComentario, SPrecio, SFecha, STerminado) values (94, 40, 'Descripcion:-BGYLQD', 'Comentario:-VQFLBT', 14881.65, '2020-04-17', '2020-11-01');
insert into Servicio (VehiculoId, EmpleadoId, SDescripcion, SComentario, SPrecio, SFecha, STerminado) values (208, 31, 'Descripcion:-USCZWC', 'Comentario:-DAUWYZ', 8349.14, '2020-04-25', '2020-11-06');
insert into Servicio (VehiculoId, EmpleadoId, SDescripcion, SComentario, SPrecio, SFecha, STerminado) values (78, 44, 'Descripcion:-JLEDCD', 'Comentario:-FGLODZ', 5025.77, '2020-01-27', '2020-08-31');
insert into Servicio (VehiculoId, EmpleadoId, SDescripcion, SComentario, SPrecio, SFecha, STerminado) values (6, 7, 'Descripcion:-GMWEZJ', 'Comentario:-OKOJFK', 3780.12, '2020-04-22', '2020-11-05');
insert into Servicio (VehiculoId, EmpleadoId, SDescripcion, SComentario, SPrecio, SFecha, STerminado) values (211, 19, 'Descripcion:-QTZWEH', 'Comentario:-PUCLWO', 13274.95, '2020-05-02', '2020-09-04');
insert into Servicio (VehiculoId, EmpleadoId, SDescripcion, SComentario, SPrecio, SFecha, STerminado) values (113, 16, 'Descripcion:-UBMCMA', 'Comentario:-MGBFGI', 12544.8, '2020-05-31', '2020-07-21');
insert into Servicio (VehiculoId, EmpleadoId, SDescripcion, SComentario, SPrecio, SFecha, STerminado) values (208, 14, 'Descripcion:-RFKEYG', 'Comentario:-XFDPCY', 13078.35, '2020-03-25', '2020-09-02');
insert into Servicio (VehiculoId, EmpleadoId, SDescripcion, SComentario, SPrecio, SFecha, STerminado) values (14, 43, 'Descripcion:-YBIXKV', 'Comentario:-NPQDVP', 7820.73, '2020-01-03', '2020-10-03');
insert into Servicio (VehiculoId, EmpleadoId, SDescripcion, SComentario, SPrecio, SFecha, STerminado) values (206, 13, 'Descripcion:-QAGPYU', 'Comentario:-XVBBBS', 4373.46, '2020-01-12', '2020-12-23');
insert into Servicio (VehiculoId, EmpleadoId, SDescripcion, SComentario, SPrecio, SFecha, STerminado) values (153, 33, 'Descripcion:-SQBETA', 'Comentario:-PRTKSI', 13208.51, '2020-01-17', '2020-10-26');
insert into Servicio (VehiculoId, EmpleadoId, SDescripcion, SComentario, SPrecio, SFecha, STerminado) values (105, 17, 'Descripcion:-FRJKCV', 'Comentario:-SMYGYN', 13161.8, '2020-02-11', '2020-12-22');
insert into Servicio (VehiculoId, EmpleadoId, SDescripcion, SComentario, SPrecio, SFecha, STerminado) values (167, 45, 'Descripcion:-VCUNZH', 'Comentario:-ANVBOK', 9636.25, '2020-01-03', '2020-07-14');
insert into Servicio (VehiculoId, EmpleadoId, SDescripcion, SComentario, SPrecio, SFecha, STerminado) values (29, 26, 'Descripcion:-HKJSIC', 'Comentario:-RLKYUJ', 3863.23, '2020-06-17', '2020-07-05');
insert into Servicio (VehiculoId, EmpleadoId, SDescripcion, SComentario, SPrecio, SFecha, STerminado) values (155, 39, 'Descripcion:-QUCVVD', 'Comentario:-OZLEAR', 9163.93, '2020-05-13', '2020-08-20');
insert into Servicio (VehiculoId, EmpleadoId, SDescripcion, SComentario, SPrecio, SFecha, STerminado) values (61, 23, 'Descripcion:-LIYRFK', 'Comentario:-QIDCWM', 11200.88, '2020-05-04', '2020-11-29');
insert into Servicio (VehiculoId, EmpleadoId, SDescripcion, SComentario, SPrecio, SFecha, STerminado) values (2, 1, 'Descripcion:-GNIHDF', 'Comentario:-ESWNGV', 12087.93, '2020-06-20', '2020-08-12');
insert into Servicio (VehiculoId, EmpleadoId, SDescripcion, SComentario, SPrecio, SFecha, STerminado) values (199, 50, 'Descripcion:-XDWFRA', 'Comentario:-CELTKL', 8862.1, '2020-01-10', '2020-10-02');
insert into Servicio (VehiculoId, EmpleadoId, SDescripcion, SComentario, SPrecio, SFecha, STerminado) values (123, 13, 'Descripcion:-WIBGKK', 'Comentario:-YMSWBW', 2865.35, '2020-03-14', '2020-12-25');
insert into Servicio (VehiculoId, EmpleadoId, SDescripcion, SComentario, SPrecio, SFecha, STerminado) values (105, 4, 'Descripcion:-HMIHJY', 'Comentario:-QBABSR', 5359.16, '2020-05-03', '2020-08-27');
insert into Servicio (VehiculoId, EmpleadoId, SDescripcion, SComentario, SPrecio, SFecha, STerminado) values (123, 1, 'Descripcion:-SLHFNY', 'Comentario:-TBZDIB', 14678.89, '2020-05-06', '2020-11-07');
insert into Servicio (VehiculoId, EmpleadoId, SDescripcion, SComentario, SPrecio, SFecha, STerminado) values (87, 49, 'Descripcion:-YXXIKJ', 'Comentario:-SNLWCA', 11500.01, '2020-02-13', '2020-09-30');
insert into Servicio (VehiculoId, EmpleadoId, SDescripcion, SComentario, SPrecio, SFecha, STerminado) values (193, 43, 'Descripcion:-OILDYB', 'Comentario:-UYEAMR', 6019.65, '2020-01-03', '2020-09-05');
insert into Servicio (VehiculoId, EmpleadoId, SDescripcion, SComentario, SPrecio, SFecha, STerminado) values (57, 20, 'Descripcion:-GHFDBZ', 'Comentario:-SZZKOV', 2897.76, '2020-04-14', '2020-12-16');
insert into Servicio (VehiculoId, EmpleadoId, SDescripcion, SComentario, SPrecio, SFecha, STerminado) values (13, 34, 'Descripcion:-QHGBIP', 'Comentario:-MATKUR', 4687.29, '2020-03-25', '2020-11-12');
insert into Servicio (VehiculoId, EmpleadoId, SDescripcion, SComentario, SPrecio, SFecha, STerminado) values (73, 2, 'Descripcion:-OIXCAZ', 'Comentario:-WKAUCG', 9623.56, '2020-04-01', '2020-12-10');
insert into Servicio (VehiculoId, EmpleadoId, SDescripcion, SComentario, SPrecio, SFecha, STerminado) values (193, 40, 'Descripcion:-NEDERE', 'Comentario:-IIMVSV', 3550.94, '2020-05-15', '2020-07-26');
insert into Servicio (VehiculoId, EmpleadoId, SDescripcion, SComentario, SPrecio, SFecha, STerminado) values (23, 20, 'Descripcion:-VRDNKF', 'Comentario:-WMAOSH', 7621.86, '2020-05-11', '2020-10-10');
insert into Servicio (VehiculoId, EmpleadoId, SDescripcion, SComentario, SPrecio, SFecha, STerminado) values (73, 46, 'Descripcion:-TKIXBC', 'Comentario:-CZVMKC', 8226.1, '2020-03-30', '2020-10-29');
insert into Servicio (VehiculoId, EmpleadoId, SDescripcion, SComentario, SPrecio, SFecha, STerminado) values (161, 45, 'Descripcion:-AUWPNO', 'Comentario:-IDBMBQ', 8192.09, '2020-02-15', '2020-11-19');
insert into Servicio (VehiculoId, EmpleadoId, SDescripcion, SComentario, SPrecio, SFecha, STerminado) values (32, 22, 'Descripcion:-GVFRAU', 'Comentario:-KVOPCL', 11886.64, '2020-03-06', '2020-07-27');
insert into Servicio (VehiculoId, EmpleadoId, SDescripcion, SComentario, SPrecio, SFecha, STerminado) values (71, 16, 'Descripcion:-SVQDMX', 'Comentario:-HRYVIF', 2397.91, '2020-06-18', '2020-12-30');
insert into Servicio (VehiculoId, EmpleadoId, SDescripcion, SComentario, SPrecio, SFecha, STerminado) values (186, 36, 'Descripcion:-SMJPZS', 'Comentario:-WRHDIN', 8121.52, '2020-05-02', '2020-10-21');
insert into Servicio (VehiculoId, EmpleadoId, SDescripcion, SComentario, SPrecio, SFecha, STerminado) values (179, 4, 'Descripcion:-FTKAUB', 'Comentario:-BQONBU', 2607.33, '2020-05-05', '2020-11-17');
insert into Servicio (VehiculoId, EmpleadoId, SDescripcion, SComentario, SPrecio, SFecha, STerminado) values (164, 30, 'Descripcion:-RYTBRH', 'Comentario:-GLDRZS', 9460.6, '2020-01-09', '2020-07-26');
insert into Servicio (VehiculoId, EmpleadoId, SDescripcion, SComentario, SPrecio, SFecha, STerminado) values (27, 50, 'Descripcion:-BCYBCX', 'Comentario:-ECTRSS', 12510.15, '2020-01-01', '2020-07-10');
insert into Servicio (VehiculoId, EmpleadoId, SDescripcion, SComentario, SPrecio, SFecha, STerminado) values (181, 23, 'Descripcion:-XECUPZ', 'Comentario:-UHUBDQ', 3536.19, '2020-04-05', '2020-12-06');
insert into Servicio (VehiculoId, EmpleadoId, SDescripcion, SComentario, SPrecio, SFecha, STerminado) values (39, 30, 'Descripcion:-LQZJGX', 'Comentario:-TAQRLK', 7625.53, '2020-02-07', '2020-08-29');
insert into Servicio (VehiculoId, EmpleadoId, SDescripcion, SComentario, SPrecio, SFecha, STerminado) values (18, 14, 'Descripcion:-LFNPME', 'Comentario:-UMWWEG', 11448.08, '2020-04-13', '2020-12-28');
insert into Servicio (VehiculoId, EmpleadoId, SDescripcion, SComentario, SPrecio, SFecha, STerminado) values (184, 30, 'Descripcion:-ZWUAJS', 'Comentario:-MNSWQD', 4071.5, '2020-04-10', '2020-09-13');
insert into Servicio (VehiculoId, EmpleadoId, SDescripcion, SComentario, SPrecio, SFecha, STerminado) values (88, 11, 'Descripcion:-TAOSKS', 'Comentario:-KIZJEW', 14270.7, '2020-01-17', '2020-10-04');
insert into Servicio (VehiculoId, EmpleadoId, SDescripcion, SComentario, SPrecio, SFecha, STerminado) values (35, 31, 'Descripcion:-IPKSNK', 'Comentario:-CDZIVI', 7965.01, '2020-06-01', '2020-11-26');
insert into Servicio (VehiculoId, EmpleadoId, SDescripcion, SComentario, SPrecio, SFecha, STerminado) values (158, 7, 'Descripcion:-TKFZDC', 'Comentario:-OUBIOU', 8231.8, '2020-03-02', '2020-12-15');
insert into Servicio (VehiculoId, EmpleadoId, SDescripcion, SComentario, SPrecio, SFecha, STerminado) values (71, 49, 'Descripcion:-GBDWPN', 'Comentario:-SGZGMU', 13655.79, '2020-01-22', '2020-08-26');
insert into Servicio (VehiculoId, EmpleadoId, SDescripcion, SComentario, SPrecio, SFecha, STerminado) values (2, 9, 'Descripcion:-DLFTYZ', 'Comentario:-NZWDXD', 5901.06, '2020-04-22', '2020-10-10');
insert into Servicio (VehiculoId, EmpleadoId, SDescripcion, SComentario, SPrecio, SFecha, STerminado) values (209, 37, 'Descripcion:-YBYVZC', 'Comentario:-XRGEFL', 4972.86, '2020-04-16', '2020-09-11');
insert into Servicio (VehiculoId, EmpleadoId, SDescripcion, SComentario, SPrecio, SFecha, STerminado) values (81, 47, 'Descripcion:-NVZXAT', 'Comentario:-GDDJEX', 6714.87, '2020-03-22', '2020-07-12');
insert into Servicio (VehiculoId, EmpleadoId, SDescripcion, SComentario, SPrecio, SFecha, STerminado) values (100, 4, 'Descripcion:-WUFMFU', 'Comentario:-HLJIJW', 10255.56, '2020-04-13', '2020-08-01');
insert into Servicio (VehiculoId, EmpleadoId, SDescripcion, SComentario, SPrecio, SFecha, STerminado) values (77, 20, 'Descripcion:-XFHBSY', 'Comentario:-ZBLTOJ', 6164.78, '2020-02-27', '2020-08-23');
